data_registro,hora,tipo_crime,bairro,municipio,ano,dia_semana,mes,periodo_dia,mortes_intervencao_policial,prisoes_realizadas,apreensoes_armas,apreensoes_drogas_kg,policiais_envolvidos,tipo_operacao
2024-01-01,18:19,roubo_pedestres,Camaquã,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,11:20,roubo_pedestres,Três Figueiras,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,10:34,furto_celulares,Serraria,Porto Alegre,2024,quarta,1,manhã,0.0,3.0,0.0,3.42,17.0,Ronda Ostensiva
2024-01-01,05:22,roubo_pedestres,Jardim Carvalho,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,13:22,roubo_pedestres,Anchieta,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,01:36,furto_celulares,Partenon,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,17:26,roubo_pedestres,Sarandi,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,09:59,furto_celulares,Restinga,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,2.0,Monitoramento Agressor
2024-01-01,07:03,roubo_pedestres,Mário Quintana,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,15:02,furto_celulares,Humaitá,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,16:44,furto_celulares,Camaquã,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,13:48,roubo_pedestres,Partenon,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,21:23,furto_celulares,Lomba do Pinheiro,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,13:32,furto_celulares,Ipanema,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,03:07,roubo_pedestres,Farroupilha,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,06:36,roubo_veiculos,Centro Histórico,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.53,5.0,Patrulha Maria da Penha
2024-01-01,18:50,furto_celulares,Centro Histórico,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.53,5.0,Patrulha Maria da Penha
2024-01-01,10:09,roubo_pedestres,Restinga,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,2.0,Monitoramento Agressor
2024-01-01,21:02,furto_celulares,Sarandi,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,23:29,roubo_transporte,Cristal,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,13:55,furto_celulares,Partenon,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,04:19,roubo_pedestres,Rubem Berta,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,14:30,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,20:27,furto_celulares,Centro Histórico,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.53,5.0,Patrulha Maria da Penha
2024-01-01,10:17,furto_celulares,Bom Fim,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,22:58,roubo_pedestres,Rubem Berta,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,19:08,roubo_veiculos,São José,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,15:24,roubo_estabelecimentos,Vila Nova,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,13:18,roubo_pedestres,Cavalhada,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-01,13:41,roubo_estabelecimentos,Serraria,Porto Alegre,2024,quinta,1,tarde,0.0,3.0,0.0,3.42,17.0,Ronda Ostensiva
2024-01-01,15:51,roubo_veiculos,Sarandi,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,21:32,roubo_pedestres,Anchieta,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,01:42,roubo_pedestres,Vila Jardim,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,05:27,roubo_pedestres,Cristal,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,18:40,roubo_veiculos,Camaquã,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,11.39,26.0,"Operação Anti-Drogas, Ronda Ostensiva"
2024-01-02,23:57,roubo_estabelecimentos,Humaitá,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,07:16,roubo_estabelecimentos,Mário Quintana,Porto Alegre,2024,domingo,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,03:57,roubo_pedestres,Navegantes,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,15:58,furto_celulares,São José,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,15:59,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,22:24,roubo_pedestres,Humaitá,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,18:13,roubo_pedestres,Auxiliadora,Porto Alegre,2024,quarta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,06:49,roubo_pedestres,Humaitá,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,06:43,furto_celulares,Partenon,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,13:34,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,12:37,furto_celulares,São José,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,01:40,roubo_pedestres,Menino Deus,Porto Alegre,2024,domingo,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,23:02,roubo_pedestres,Auxiliadora,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,03:41,roubo_pedestres,São José,Porto Alegre,2024,quarta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,11:28,roubo_pedestres,Sarandi,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,06:08,furto_celulares,Lomba do Pinheiro,Porto Alegre,2024,sexta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,14:22,furto_celulares,Anchieta,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,17:00,roubo_veiculos,Centro Histórico,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,14:52,roubo_pedestres,Vila Jardim,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,12:19,roubo_pedestres,Serraria,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,19:03,roubo_pedestres,Centro Histórico,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,03:52,roubo_veiculos,Camaquã,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,11.39,26.0,"Operação Anti-Drogas, Ronda Ostensiva"
2024-01-02,12:57,furto_celulares,Navegantes,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,13:15,roubo_veiculos,Vila Nova,Porto Alegre,2024,sábado,1,tarde,0.0,7.0,0.0,1.59,15.0,Operação Anti-Drogas
2024-01-02,16:23,roubo_pedestres,Lomba do Pinheiro,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,16:57,roubo_pedestres,Sarandi,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,15:24,roubo_veiculos,Lomba do Pinheiro,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,12:18,roubo_pedestres,Santana,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.58,22.0,Operação Saturação
2024-01-02,20:44,roubo_pedestres,Cristal,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,22:43,furto_celulares,Vila Nova,Porto Alegre,2024,terça,1,noite,0.0,7.0,0.0,1.59,15.0,Operação Anti-Drogas
2024-01-02,16:10,roubo_pedestres,Menino Deus,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,17:59,roubo_pedestres,Vila Nova,Porto Alegre,2024,domingo,1,tarde,0.0,7.0,0.0,1.59,15.0,Operação Anti-Drogas
2024-01-02,14:40,roubo_veiculos,Santana,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.58,22.0,Operação Saturação
2024-01-02,15:24,furto_celulares,Lomba do Pinheiro,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,03:37,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,13:32,roubo_veiculos,Anchieta,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,15:48,roubo_pedestres,Restinga,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,15:58,roubo_veiculos,Hípica,Porto Alegre,2024,quarta,1,tarde,0.0,2.0,0.0,0.82,8.0,Operação Integrada
2024-01-02,10:33,roubo_transporte,Restinga,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,13:57,furto_celulares,Lomba do Pinheiro,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,04:16,roubo_pedestres,Menino Deus,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,13:01,furto_celulares,Centro Histórico,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,11:26,roubo_pedestres,São José,Porto Alegre,2024,quinta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,23:48,roubo_transporte,Anchieta,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,20:30,furto_celulares,Restinga,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,14:40,furto_celulares,Cristal,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,11:20,furto_celulares,Ipanema,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,00:47,roubo_pedestres,Farroupilha,Porto Alegre,2024,sábado,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,17:25,furto_celulares,Nonoai,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,05:49,roubo_veiculos,Vila Jardim,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-02,21:02,furto_celulares,Menino Deus,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,03:26,roubo_pedestres,Partenon,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,23:57,furto_celulares,Centro Histórico,Porto Alegre,2024,terça,1,noite,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,16:09,roubo_pedestres,Farroupilha,Porto Alegre,2024,segunda,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,20:18,furto_celulares,Jardim Carvalho,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,09:41,roubo_pedestres,Cavalhada,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,03:35,roubo_pedestres,São José,Porto Alegre,2024,sábado,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,07:51,furto_celulares,Nonoai,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,01:18,furto_celulares,Cidade Baixa,Porto Alegre,2024,terça,1,madrugada,0.0,1.0,1.0,0.81,20.0,Operação Anti-Drogas
2024-01-03,17:11,furto_celulares,Centro Histórico,Porto Alegre,2024,domingo,1,tarde,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,06:49,roubo_pedestres,Navegantes,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,14:30,roubo_pedestres,Centro Histórico,Porto Alegre,2024,quarta,1,tarde,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,06:00,furto_celulares,Menino Deus,Porto Alegre,2024,segunda,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,06:01,furto_celulares,Sarandi,Porto Alegre,2024,terça,1,manhã,0.0,0.0,0.0,0.0,5.0,Monitoramento Agressor
2024-01-03,20:42,roubo_pedestres,Humaitá,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,22:35,roubo_pedestres,Moinhos de Vento,Porto Alegre,2024,terça,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,14:01,furto_celulares,Serraria,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,22:12,roubo_pedestres,Rubem Berta,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,01:31,furto_celulares,Cidade Baixa,Porto Alegre,2024,sexta,1,madrugada,0.0,1.0,1.0,0.81,20.0,Operação Anti-Drogas
2024-01-03,21:52,furto_celulares,Santana,Porto Alegre,2024,terça,1,noite,0.0,1.0,1.0,1.08,18.0,Operação Saturação
2024-01-03,21:53,furto_celulares,Humaitá,Porto Alegre,2024,segunda,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,00:56,roubo_estabelecimentos,Anchieta,Porto Alegre,2024,terça,1,madrugada,0.0,0.0,0.0,2.09,17.0,Operação Integrada
2024-01-03,16:53,roubo_pedestres,Vila Nova,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,19:07,furto_celulares,Sarandi,Porto Alegre,2024,sexta,1,noite,0.0,0.0,0.0,0.0,5.0,Monitoramento Agressor
2024-01-03,22:56,roubo_pedestres,Partenon,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,09:45,furto_celulares,Santana,Porto Alegre,2024,sábado,1,manhã,0.0,1.0,1.0,1.08,18.0,Operação Saturação
2024-01-03,08:33,furto_celulares,Centro Histórico,Porto Alegre,2024,terça,1,manhã,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,18:54,roubo_veiculos,Serraria,Porto Alegre,2024,quinta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,12:36,roubo_transporte,Rubem Berta,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,13:23,furto_celulares,Rubem Berta,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,18:37,roubo_pedestres,Centro Histórico,Porto Alegre,2024,sexta,1,noite,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,01:21,furto_celulares,Serraria,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,19:10,roubo_veiculos,Sarandi,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,5.0,Monitoramento Agressor
2024-01-03,09:40,roubo_pedestres,Auxiliadora,Porto Alegre,2024,sexta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,19:00,roubo_pedestres,Rubem Berta,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,06:11,roubo_veiculos,Menino Deus,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,03:26,furto_celulares,Centro Histórico,Porto Alegre,2024,quarta,1,madrugada,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,17:41,roubo_pedestres,Vila Jardim,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,13:00,roubo_pedestres,Serraria,Porto Alegre,2024,quarta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,16:09,roubo_veiculos,Cavalhada,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,19:51,roubo_pedestres,Centro Histórico,Porto Alegre,2024,sexta,1,noite,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,11:25,roubo_pedestres,Camaquã,Porto Alegre,2024,sexta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,10:02,roubo_pedestres,Vila Nova,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,16:53,roubo_pedestres,Navegantes,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,15:17,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,terça,1,tarde,0.0,1.0,1.0,0.81,20.0,Operação Anti-Drogas
2024-01-03,17:30,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,segunda,1,tarde,0.0,1.0,1.0,0.81,20.0,Operação Anti-Drogas
2024-01-03,17:45,roubo_pedestres,Farroupilha,Porto Alegre,2024,terça,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,20:35,roubo_pedestres,Centro Histórico,Porto Alegre,2024,segunda,1,noite,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,14:01,roubo_estabelecimentos,Vila Nova,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,01:15,roubo_pedestres,Serraria,Porto Alegre,2024,domingo,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,15:09,roubo_pedestres,Centro Histórico,Porto Alegre,2024,sábado,1,tarde,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,22:17,roubo_pedestres,Camaquã,Porto Alegre,2024,quarta,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,22:41,roubo_pedestres,Humaitá,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,22:45,furto_celulares,Santana,Porto Alegre,2024,segunda,1,noite,0.0,1.0,1.0,1.08,18.0,Operação Saturação
2024-01-03,16:17,furto_celulares,Humaitá,Porto Alegre,2024,sábado,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,21:22,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,terça,1,noite,0.0,1.0,1.0,0.81,20.0,Operação Anti-Drogas
2024-01-03,15:14,furto_celulares,Restinga,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,16:43,roubo_pedestres,Centro Histórico,Porto Alegre,2024,domingo,1,tarde,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,10:47,roubo_pedestres,Centro Histórico,Porto Alegre,2024,quinta,1,manhã,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,20:34,roubo_pedestres,Partenon,Porto Alegre,2024,sábado,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,01:04,roubo_transporte,Anchieta,Porto Alegre,2024,domingo,1,madrugada,0.0,0.0,0.0,2.09,17.0,Operação Integrada
2024-01-03,12:46,roubo_pedestres,Centro Histórico,Porto Alegre,2024,sábado,1,tarde,0.0,8.0,1.0,2.11,6.0,Operação Anti-Drogas
2024-01-03,12:08,roubo_veiculos,São José,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,18:11,roubo_estabelecimentos,Vila Nova,Porto Alegre,2024,domingo,1,noite,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-03,12:23,roubo_pedestres,Anchieta,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,2.09,17.0,Operação Integrada
2024-01-04,17:49,furto_celulares,Jardim Carvalho,Porto Alegre,2024,sexta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,17:59,roubo_pedestres,Menino Deus,Porto Alegre,2024,domingo,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,06:27,furto_celulares,Restinga,Porto Alegre,2024,sexta,1,manhã,0.0,2.0,0.0,6.64,13.0,Patrulha Maria da Penha
2024-01-04,06:05,roubo_pedestres,Bom Fim,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,06:29,roubo_pedestres,Humaitá,Porto Alegre,2024,quarta,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,04:20,roubo_veiculos,Santana,Porto Alegre,2024,quinta,1,madrugada,0.0,0.0,0.0,1.3,15.0,Operação Anti-Drogas
2024-01-04,12:13,roubo_pedestres,Rubem Berta,Porto Alegre,2024,quinta,1,tarde,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,09:08,furto_celulares,Cristal,Porto Alegre,2024,terça,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,09:21,furto_celulares,Menino Deus,Porto Alegre,2024,sábado,1,manhã,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,05:44,furto_celulares,Lomba do Pinheiro,Porto Alegre,2024,sexta,1,madrugada,0.0,0.0,0.0,0.0,0.0,Nenhuma
2024-01-04,00:49,roubo_pedestres,Cidade Baixa,Porto Alegre,2024,quinta,1,madrugada,0.0,1.0,1.0,2.52,13.0,Operação Cerco
